,Seat,State,Name,LQ Score,Year
1913,4,MASSACHUSETTS,Kennedy D,90,2013
1914,8,MASSACHUSETTS,Lynch D,80,2013
1915,2,MASSACHUSETTS,McGovern D,100,2013
1916,1,MASSACHUSETTS,Neal D,85,2013
1917,6,MASSACHUSETTS,Tierney D,95,2013
1918,3,MASSACHUSETTS,Tsongas D,90,2013
1919,3,MICHIGAN,Amash R,25,2013
1920,1,MICHIGAN,Benishek R,0,2013
1921,11,MICHIGAN,Bentivolio R,10,2013
1922,4,MICHIGAN,Camp R,0,2013
1923,13,MICHIGAN,Conyers D,100,2013
1924,12,MICHIGAN,Dingell D,85,2013
1925,2,MICHIGAN,Huizenga R,5,2013
1926,5,MICHIGAN,Kildee D,85,2013
1927,9,MICHIGAN,Levin S. D,80,2013
1928,10,MICHIGAN,Miller C. R,0,2013
1929,14,MICHIGAN,Peters G. D,60,2013
1930,8,MICHIGAN,Rogers Mike R,0,2013
1931,6,MICHIGAN,Upton R,0,2013
1932,7,MICHIGAN,Walberg R,0,2013
1933,6,MINNESOTA,Bachmann R,0,2013
1934,5,MINNESOTA,Ellison D,100,2013
1935,2,MINNESOTA,Kline J. R,0,2013
1936,4,MINNESOTA,McCollum D,90,2013
1937,8,MINNESOTA,Nolan D,80,2013
1938,3,MINNESOTA,Paulsen R,0,2013
1939,7,MINNESOTA,Peterson D,25,2013
1940,1,MINNESOTA,Walz D,70,2013
1941,3,MISSISSIPPI,Harper R,0,2013
1942,1,MISSISSIPPI,Nunnelee R,0,2013
1943,4,MISSISSIPPI,Palazzo R,0,2013
1944,2,MISSISSIPPI,Thompson B. D,90,2013
1945,1,MISSOURI,Clay D,95,2013
1946,5,MISSOURI,Cleaver D,85,2013
1947,6,MISSOURI,Graves S. R,5,2013
1948,4,MISSOURI,Hartzler R,0,2013
1949,7,MISSOURI,Long R,0,2013
1950,3,MISSOURI,Luetkemeyer R,0,2013
1951,8,MISSOURI,Smith J. R  I I I I,5,2013
1952,2,MISSOURI,Wagner R,0,2013
1953,1,MONTANA,Daines R,5,2013
1954,1,NEBRASKA,Fortenberry R,5,2013
1955,3,NEBRASKA,Smith Adrian R,0,2013
1956,2,NEBRASKA,Terry R,0,2013
1957,2,NEVADA,Amodei R,5,2013
1958,3,NEVADA,Heck J. R,0,2013
1959,4,NEVADA,Horsford D,55,2013
1960,1,NEVADA,Titus D,70,2013
1961,2,NEW HAMPSHIRE,Kuster D,65,2013
1962,1,NEW HAMPSHIRE,SheaPorter D,70,2013
1963,1,NEW JERSEY,Andrews D,80,2013
1964,11,NEW JERSEY,Frelinghuysen R,5,2013
1965,5,NEW JERSEY,Garrett R,5,2013
1966,12,NEW JERSEY,Holt D,80,2013
1967,7,NEW JERSEY,Lance R,0,2013
1968,2,NEW JERSEY,LoBiondo R,20,2013
1969,6,NEW JERSEY,Pallone D,80,2013
1970,9,NEW JERSEY,Pascrell D,80,2013
1971,10,NEW JERSEY,Payne D,85,2013
1972,3,NEW JERSEY,Runyan R,15,2013
1973,8,NEW JERSEY,Sires D,65,2013
1974,4,NEW JERSEY,Smith C. R,20,2013
1975,3,NEW MEXICO,Lujn B. D,90,2013
1976,1,NEW MEXICO,Lujan Grisham M. D,80,2013
1977,2,NEW MEXICO,Pearce R,5,2013
1978,1,NEW YORK,Bishop T. D,70,2013
1979,9,NEW YORK,Clarke Y. D,90,2013
1980,27,NEW YORK,Collins C. R,0,2013
1981,14,NEW YORK,Crowley D,95,2013
1982,16,NEW YORK,Engel D,70,2013
1983,19,NEW YORK,Gibson C. R,30,2013
1984,11,NEW YORK,Grimm R,25,2013
1985,22,NEW YORK,Hanna R,15,2013
1986,26,NEW YORK,Higgins D,80,2013
1987,3,NEW YORK,Israel D,75,2013
1988,8,NEW YORK,Jeffries D,85,2013
1989,2,NEW YORK,King P. R,5,2013
1990,17,NEW YORK,Lowey D,75,2013
1991,24,NEW YORK,Maffei D,60,2013
1992,12,NEW YORK,Maloney C. D,80,2013
1993,18,NEW YORK,Maloney S. D,35,2013
1994,4,NEW YORK,McCarthy C. D,10,2013
1995,5,NEW YORK,Meeks G. D,70,2013
1996,6,NEW YORK,Meng D,70,2013
1997,10,NEW YORK,Nadler D,100,2013
1998,21,NEW YORK,Owens D,40,2013
1999,13,NEW YORK,Rangel D,85,2013
2000,23,NEW YORK,Reed T. R,5,2013
2001,15,NEW YORK,Serrano D,100,2013
2002,25,NEW YORK,Slaughter D,95,2013
2003,20,NEW YORK,Tonko D,95,2013
2004,7,NEW YORK,Velzquez D,95,2013
2005,1,NORTH CAROLINA,Butterfield D,75,2013
2006,6,NORTH CAROLINA,Coble R,0,2013
2007,2,NORTH CAROLINA,Ellmers R,0,2013
2008,5,NORTH CAROLINA,Foxx R,0,2013
2009,13,NORTH CAROLINA,Holding R,0,2013
2010,8,NORTH CAROLINA,Hudson R,0,2013
2011,3,NORTH CAROLINA,Jones R,30,2013
2012,10,NORTH CAROLINA,McHenry R,5,2013
2013,7,NORTH CAROLINA,McIntyre D,20,2013
2014,11,NORTH CAROLINA,Meadows R,5,2013
2015,9,NORTH CAROLINA,Pittenger R,0,2013
2016,4,NORTH CAROLINA,Price D. D,80,2013
2017,12,NORTH CAROLINA,Watt D,85,2013
2018,1,NORTH DAKOTA,Cramer R,5,2013
2019,3,OHIO,Beatty D,80,2013
2020,8,OHIO,Boehner R  S S S S S S S S S   S  S  S S S S S,0,2013
2021,1,OHIO,Chabot R,5,2013
2022,11,OHIO,Fudge D,85,2013
2023,7,OHIO,Gibbs B. R,0,2013
2024,6,OHIO,Johnson B. R,5,2013
2025,4,OHIO,Jordan R,5,2013
2026,14,OHIO,Joyce R,15,2013
2027,9,OHIO,Kaptur D,75,2013
2028,5,OHIO,Latta R,0,2013
2029,16,OHIO,Renacci R,0,2013
2030,13,OHIO,Ryan T. D,80,2013
2031,15,OHIO,Stivers R,0,2013
2032,12,OHIO,Tiberi R,0,2013
2033,10,OHIO,Turner R,0,2013
2034,2,OHIO,Wenstrup R,0,2013
2035,1,OKLAHOMA,Bridenstine R,15,2013
2036,4,OKLAHOMA,Cole R,0,2013
2037,5,OKLAHOMA,Lankford R,0,2013
2038,3,OKLAHOMA,Lucas R,0,2013
2039,2,OKLAHOMA,Mullin R,5,2013
2040,3,OREGON,Blumenauer D,90,2013
2041,1,OREGON,Bonamici D,90,2013
2042,4,OREGON,DeFazio D,95,2013
2043,5,OREGON,Schrader D,70,2013
2044,2,OREGON,Walden R,0,2013
2045,11,PENNSYLVANIA,Barletta R,0,2013
2046,1,PENNSYLVANIA,Brady R. D,90,2013
2047,17,PENNSYLVANIA,Cartwright D,85,2013
2048,15,PENNSYLVANIA,Dent R,5,2013
2049,14,PENNSYLVANIA,Doyle D,95,2013
2050,2,PENNSYLVANIA,Fattah D,90,2013
2051,8,PENNSYLVANIA,Fitzpatrick R,10,2013
2052,6,PENNSYLVANIA,Gerlach R,0,2013
2053,3,PENNSYLVANIA,Kelly R,0,2013
2054,10,PENNSYLVANIA,Marino R,0,2013
2055,7,PENNSYLVANIA,Meehan R,10,2013
2056,18,PENNSYLVANIA,Murphy T.R,0,2013
2057,4,PENNSYLVANIA,Perry R,5,2013
2058,16,PENNSYLVANIA,Pitts R,0,2013
2059,12,PENNSYLVANIA,Rothfus R,5,2013
2060,13,PENNSYLVANIA,Schwartz D,75,2013
2061,9,PENNSYLVANIA,Shuster R,0,2013
2062,5,PENNSYLVANIA,Thompson G. R,5,2013
2063,1,RHODE ISLAND,Cicilline D,90,2013
2064,2,RHODE ISLAND,Langevin D,75,2013
2065,6,SOUTH CAROLINA,Clyburn D,80,2013
2066,3,SOUTH CAROLINA,Duncan Jeff R,5,2013
2067,4,SOUTH CAROLINA,Gowdy R,5,2013
2068,5,SOUTH CAROLINA,Mulvaney R,5,2013
2069,7,SOUTH CAROLINA,Rice R,5,2013
2070,1,SOUTH CAROLINA,Sanford R  I I I,10,2013
2071,2,SOUTH CAROLINA,Wilson J. R,5,2013
2072,1,SOUTH DAKOTA,Noem R,0,2013
2073,6,TENNESSEE,Black D. R,5,2013
2074,7,TENNESSEE,Blackburn M. R,5,2013
2075,9,TENNESSEE,Cohen D,95,2013
2076,5,TENNESSEE,Cooper D,65,2013
2077,4,TENNESSEE,DesJarlais R,5,2013
2078,2,TENNESSEE,Duncan John R,20,2013
2079,8,TENNESSEE,Fincher R,5,2013
2080,3,TENNESSEE,Fleischmann R,5,2013
2081,1,TENNESSEE,Roe R,5,2013
2082,6,TEXAS,Barton R,5,2013
2083,8,TEXAS,Brady K. R,0,2013
2084,26,TEXAS,Burgess R,5,2013
2085,31,TEXAS,Carter R,0,2013
2086,20,TEXAS,Castro D,75,2013
2087,11,TEXAS,Conaway R,0,2013
2088,28,TEXAS,Cuellar D,35,2013
2089,7,TEXAS,Culberson R,0,2013
2090,35,TEXAS,Doggett D,90,2013
2091,27,TEXAS,Farenthold R,5,2013
2092,17,TEXAS,Flores R,0,2013
2093,23,TEXAS,Gallego D,35,2013
2094,1,TEXAS,Gohmert R,10,2013
2095,12,TEXAS,Granger R,0,2013
2096,9,TEXAS,Green A. D,75,2013
2097,29,TEXAS,Green G. D,75,2013
2098,4,TEXAS,Hall R,10,2013
2099,5,TEXAS,Hensarling R,0,2013
2100,15,TEXAS,Hinojosa D,70,2013
2101,18,TEXAS,Jackson Lee D,80,2013
2102,3,TEXAS,Johnson S. R,0,2013
2103,30,TEXAS,Johnson E. D,80,2013
2104,24,TEXAS,Marchant R,5,2013
2105,10,TEXAS,McCaul R,0,2013
2106,19,TEXAS,Neugebauer R,0,2013
2107,16,TEXAS,ORourke D,80,2013
2108,22,TEXAS,Olson R,0,2013
2109,2,TEXAS,Poe R,5,2013
2110,32,TEXAS,Sessions P. R,0,2013
2111,21,TEXAS,Smith Lamar R,0,2013
2112,36,TEXAS,Stockman R,5,2013
2113,13,TEXAS,Thornberry R,0,2013
2114,33,TEXAS,Veasey D,75,2013
2115,34,TEXAS,Vela D,55,2013
2116,14,TEXAS,Weber R,5,2013
2117,25,TEXAS,Williams R,5,2013
2118,1,UTAH,Bishop R. R,5,2013
2119,3,UTAH,Chaffetz R,5,2013
2120,4,UTAH,Matheson D,20,2013
2121,2,UTAH,Stewart R,5,2013
2122,1,VERMONT,Welch D,95,2013
2123,7,VIRGINIA,Cantor R,0,2013
2124,11,VIRGINIA,Connolly D,70,2013
2125,4,VIRGINIA,Forbes R,0,2013
2126,6,VIRGINIA,Goodlatte R,0,2013
2127,9,VIRGINIA,Griffith R,20,2013
2128,5,VIRGINIA,Hurt R,0,2013
2129,8,VIRGINIA,Moran James D,80,2013
2130,2,VIRGINIA,Rigell R,0,2013
2131,3,VIRGINIA,Scott R. D,85,2013
2132,1,VIRGINIA,Wittman R,0,2013
2133,10,VIRGINIA,Wolf R,5,2013
2134,1,WASHINGTON,DelBene D,65,2013
2135,4,WASHINGTON,Hastings D. R,0,2013
2136,10,WASHINGTON,Heck D. D,60,2013
2137,3,WASHINGTON,Herrera Beutler R,0,2013
2138,6,WASHINGTON,Kilmer D,60,2013
2139,2,WASHINGTON,Larsen R. D,55,2013
2140,7,WASHINGTON,McDermott D,100,2013
2141,5,WASHINGTON,McMorris Rodgers R,5,2013
2142,8,WASHINGTON,Reichert R,5,2013
2143,9,WASHINGTON,Smith Adam D,85,2013
2144,2,WEST VIRGINIA,Capito R,5,2013
2145,1,WEST VIRGINIA,McKinley R,0,2013
2146,3,WEST VIRGINIA,Rahall D,55,2013
2147,7,WISCONSIN,Duffy R,5,2013
2148,3,WISCONSIN,Kind D,60,2013
2149,4,WISCONSIN,Moore D,85,2013
2150,6,WISCONSIN,Petri R,10,2013
2151,2,WISCONSIN,Pocan D,100,2013
2152,8,WISCONSIN,Ribble R,10,2013
2153,1,WISCONSIN,Ryan P. R,0,2013
2154,5,WISCONSIN,Sensenbrenner R,5,2013
2155,1,WYOMING,Lummis R,5,2013
2156,4,ALABAMA,Aderholt R,0,2014
2157,6,ALABAMA,Bachus S. R,0,2014
2158,5,ALABAMA,Brooks M. R,0,2014
2159,1,ALABAMA,Byrne R,0,2014
2160,2,ALABAMA,Roby R,0,2014
2161,3,ALABAMA,Rogers Mike D. R,0,2014
2162,7,ALABAMA,Sewell D,70,2014
2163,1,ALASKA,Young D. R,10,2014
2164,2,ARIZONA,Barber D,45,2014
2165,8,ARIZONA,Franks R,5,2014
2166,4,ARIZONA,Gosar R,10,2014
2167,3,ARIZONA,Grijalva D,100,2014
2168,1,ARIZONA,Kirkpatrick D,50,2014
2169,7,ARIZONA,Pastor D,75,2014
2170,5,ARIZONA,Salmon R,20,2014
2171,6,ARIZONA,Schweikert R,5,2014
2172,9,ARIZONA,Sinema D,40,2014
2173,4,ARKANSAS,Cotton R,5,2014
2174,1,ARKANSAS,Crawford R,0,2014
2175,2,ARKANSAS,Griffin,0,2014
2176,3,ARKANSAS,Womack R,0,2014
2177,37,CALIFORNIA,Bass D,95,2014
2178,34,CALIFORNIA,Becerra D,90,2014
2179,7,CALIFORNIA,Bera D,55,2014
2180,26,CALIFORNIA,Brownley D,60,2014
2181,42,CALIFORNIA,Calvert R,0,2014
2182,45,CALIFORNIA,Campbell R,10,2014
2183,24,CALIFORNIA,Capps D,80,2014
2184,29,CALIFORNIA,Crdenas D,90,2014
2185,27,CALIFORNIA,Chu D,95,2014
2186,8,CALIFORNIA,Cook R,5,2014
2187,16,CALIFORNIA,Costa D,40,2014
2188,53,CALIFORNIA,Davis S. D,75,2014
2189,10,CALIFORNIA,Denham R,5,2014
2190,18,CALIFORNIA,Eshoo D,85,2014
2191,20,CALIFORNIA,Farr D,80,2014
2192,3,CALIFORNIA,Garamendi D,55,2014
2193,44,CALIFORNIA,Hahn D,95,2014
2194,17,CALIFORNIA,Honda D,95,2014
2195,2,CALIFORNIA,Huffman D,95,2014
2196,50,CALIFORNIA,Hunter R,5,2014
2197,49,CALIFORNIA,Issa R,0,2014
2198,1,CALIFORNIA,LaMalfa R,0,2014
2199,13,CALIFORNIA,Lee B. D,90,2014
2200,19,CALIFORNIA,Lofgren D,95,2014
2201,47,CALIFORNIA,Lowenthal D,95,2014
2202,6,CALIFORNIA,Matsui D,75,2014
2203,23,CALIFORNIA,McCarthy K. R,0,2014
2204,4,CALIFORNIA,McClintock R,10,2014
2205,25,CALIFORNIA,McKeon R,0,2014
2206,9,CALIFORNIA,McNerney D,75,2014
2207,11,CALIFORNIA,Miller George D,95,2014
2208,31,CALIFORNIA,Miller Gary R,5,2014
2209,32,CALIFORNIA,Napolitano D,95,2014
2210,35,CALIFORNIA,Negrete McLeod D,80,2014
2211,22,CALIFORNIA,Nunes R,0,2014
2212,12,CALIFORNIA,Pelosi D,80,2014
2213,52,CALIFORNIA,Peters S. D,60,2014
2214,48,CALIFORNIA,Rohrabacher R,10,2014
2215,40,CALIFORNIA,RoybalAllard D,85,2014
2216,39,CALIFORNIA,Royce R,5,2014
2217,36,CALIFORNIA,Ruiz D,60,2014
2218,38,CALIFORNIA,Snchez Linda D,80,2014
2219,46,CALIFORNIA,Sanchez Loretta D,75,2014
2220,28,CALIFORNIA,Schiff D,80,2014
2221,30,CALIFORNIA,Sherman D,75,2014
2222,14,CALIFORNIA,Speier D,90,2014
2223,15,CALIFORNIA,Swalwell D,90,2014
2224,41,CALIFORNIA,Takano D,100,2014
2225,5,CALIFORNIA,Thompson M. D,80,2014
2226,21,CALIFORNIA,Valadao R,10,2014
2227,51,CALIFORNIA,Vargas D,85,2014
2228,43,CALIFORNIA,Waters D,85,2014
2229,33,CALIFORNIA,Waxman D,90,2014
2230,6,COLORADO,Coffman R,15,2014
2231,1,COLORADO,DeGette D,85,2014
2232,4,COLORADO,Gardner R,5,2014
2233,5,COLORADO,Lamborn R,5,2014
2234,7,COLORADO,Perlmutter D,70,2014
2235,2,COLORADO,Polis D,85,2014
2236,3,COLORADO,Tipton R,0,2014
2237,2,CONNECTICUT,Courtney D,80,2014
2238,3,CONNECTICUT,DeLauro D,85,2014
2239,5,CONNECTICUT,Esty D,80,2014
2240,4,CONNECTICUT,Himes D,85,2014
2241,1,CONNECTICUT,Larson J. D,85,2014
2242,1,DELAWARE,Carney D,70,2014
2243,12,FLORIDA,Bilirakis R,5,2014
2244,5,FLORIDA,Brown C. D,80,2014
2245,16,FLORIDA,Buchanan R,0,2014
2246,14,FLORIDA,Castor D,85,2014
2247,4,FLORIDA,Crenshaw R,0,2014
2248,6,FLORIDA,DeSantis R,5,2014
2249,21,FLORIDA,Deutch D,85,2014
2250,25,FLORIDA,DiazBalart R,5,2014
2251,22,FLORIDA,Frankel D,70,2014
2252,26,FLORIDA,Garcia D,55,2014
2253,9,FLORIDA,Grayson,90,2014
2254,20,FLORIDA,Hastings D,75,2014
2255,13,FLORIDA,Jolly R I I I I I I I,0,2014
2256,7,FLORIDA,Mica R,5,2014
2257,1,FLORIDA,Miller J. R,0,2014
2258,18,FLORIDA,Murphy P. D,50,2014
2259,11,FLORIDA,Nugent R,0,2014
2260,8,FLORIDA,Posey R,15,2014
2261,17,FLORIDA,Rooney R,0,2014
2262,27,FLORIDA,RosLehtinen R,5,2014
2263,15,FLORIDA,Ross R,0,2014
2264,2,FLORIDA,Southerland R,0,2014
2265,23,FLORIDA,Wasserman Schultz D,70,2014
2266,10,FLORIDA,Webster R,0,2014
2267,24,FLORIDA,Wilson F. D,90,2014
2268,3,FLORIDA,Yoho R,10,2014
2269,12,GEORGIA,Barrow D,20,2014
2270,2,GEORGIA,Bishop S. D,35,2014
2271,10,GEORGIA,Broun R P,15,2014
2272,9,GEORGIA,Collins D. R,5,2014
2273,11,GEORGIA,Gingrey R,5,2014
2274,14,GEORGIA,Graves T. R,5,2014
2275,4,GEORGIA,Johnson H. D,90,2014
2276,1,GEORGIA,Kingston R,5,2014
2277,5,GEORGIA,Lewis D,85,2014
2278,6,GEORGIA,Price T. R,5,2014
2279,8,GEORGIA,Scott A. R,0,2014
2280,13,GEORGIA,Scott D. D,75,2014
2281,3,GEORGIA,Westmoreland L. R,0,2014
2282,7,GEORGIA,Woodall R,0,2014
2283,2,HAWAII,Gabbard D,65,2014
2284,1,HAWAII,Hanabusa D,60,2014
2285,1,IDAHO,Labrador R,10,2014
2286,2,IDAHO,Simpson R,0,2014
2287,17,ILLINOIS,Bustos D,50,2014
2288,7,ILLINOIS,Davis D. D,95,2014
2289,13,ILLINOIS,Davis R. R,0,2014
2290,8,ILLINOIS,Duckworth D,70,2014
2291,12,ILLINOIS,Enyart D,40,2014
2292,11,ILLINOIS,Foster D,70,2014
2293,4,ILLINOIS,Gutierrez D,95,2014
2294,14,ILLINOIS,Hultgren R,0,2014
2295,2,ILLINOIS,Kelly R. D,90,2014
2296,16,ILLINOIS,Kinzinger R,5,2014
2297,3,ILLINOIS,Lipinski D                 P,65,2014
2298,5,ILLINOIS,Quigley D,80,2014
2299,6,ILLINOIS,Roskam R,0,2014
2300,1,ILLINOIS,Rush D,40,2014
2301,9,ILLINOIS,Schakowsky D,95,2014
2302,10,ILLINOIS,Schneider D,60,2014
2303,18,ILLINOIS,Schock R,0,2014
2304,15,ILLINOIS,Shimkus R,0,2014
2305,5,INDIANA,Brooks S. R,0,2014
2306,8,INDIANA,Bucshon R,0,2014
2307,7,INDIANA,Carson D,85,2014
2308,6,INDIANA,Messer R,0,2014
2309,4,INDIANA,Rokita R,0,2014
2310,3,INDIANA,Stutzman R,5,2014
2311,1,INDIANA,Visclosky D,85,2014
2312,2,INDIANA,Walorski R,0,2014
2313,9,INDIANA,Young T. R,0,2014
2314,1,IOWA,Braley D,65,2014
2315,4,IOWA,King S. R,0,2014
2316,3,IOWA,Latham R,0,2014
2317,2,IOWA,Loebsack D,55,2014
2318,1,KANSAS,Huelskamp R,15,2014
2319,2,KANSAS,Jenkins R,5,2014
2320,4,KANSAS,Pompeo R,5,2014
2321,3,KANSAS,Yoder R,5,2014
2322,6,KENTUCKY,Barr R,0,2014
2323,2,KENTUCKY,Guthrie R,0,2014
2324,4,KENTUCKY,Massie R,10,2014
2325,5,KENTUCKY,Rogers H. R,0,2014
2326,1,KENTUCKY,Whitfield R,0,2014
2327,3,KENTUCKY,Yarmuth D,95,2014
2328,3,LOUISIANA,Boustany R,0,2014
2329,6,LOUISIANA,Cassidy R,5,2014
2330,4,LOUISIANA,Fleming R,5,2014
2331,5,LOUISIANA,McAllister R,0,2014
2332,2,LOUISIANA,Richmond D,75,2014
2333,1,LOUISIANA,Scalise R,5,2014
2334,2,MAINE,Michaud D,75,2014
2335,1,MAINE,Pingree D,85,2014
2336,7,MARYLAND,Cummings D,95,2014
2337,6,MARYLAND,Delaney D,60,2014
2338,4,MARYLAND,Edwards D,85,2014
2339,1,MARYLAND,Harris R,10,2014
2340,5,MARYLAND,Hoyer D,70,2014
2341,2,MARYLAND,Ruppersberger D,60,2014
2342,3,MARYLAND,Sarbanes D,95,2014
2343,8,MARYLAND,Van Hollen D,90,2014
2344,7,MASSACHUSETTS,Capuano D,100,2014
2345,5,MASSACHUSETTS,Clark K. D,100,2014
2346,9,MASSACHUSETTS,Keating D,80,2014
2347,4,MASSACHUSETTS,Kennedy D,85,2014
2348,8,MASSACHUSETTS,Lynch D,75,2014
2349,2,MASSACHUSETTS,McGovern D,100,2014
2350,1,MASSACHUSETTS,Neal D,80,2014
2351,6,MASSACHUSETTS,Tierney D,95,2014
2352,3,MASSACHUSETTS,Tsongas D,85,2014
2353,3,MICHIGAN,Amash R,15,2014
2354,1,MICHIGAN,Benishek R,5,2014
2355,11,MICHIGAN,Bentivolio R,10,2014
2356,4,MICHIGAN,Camp R,0,2014
2357,13,MICHIGAN,Conyers D,100,2014
2358,12,MICHIGAN,Dingell D,75,2014
2359,2,MICHIGAN,Huizenga R,0,2014
2360,5,MICHIGAN,Kildee D,75,2014
2361,9,MICHIGAN,Levin D,90,2014
2362,10,MICHIGAN,Miller C. R,0,2014
2363,14,MICHIGAN,Peters G. D,60,2014
2364,8,MICHIGAN,Rogers Mike R,0,2014
2365,6,MICHIGAN,Upton R,5,2014
2366,7,MICHIGAN,Walberg R,0,2014
2367,6,MINNESOTA,Bachmann R,5,2014
2368,5,MINNESOTA,Ellison D,95,2014
2369,2,MINNESOTA,Kline J. R,0,2014
2370,4,MINNESOTA,McCollum D,75,2014
2371,8,MINNESOTA,Nolan D,60,2014
2372,3,MINNESOTA,Paulsen R,0,2014
2373,7,MINNESOTA,Peterson D,10,2014
2374,1,MINNESOTA,Walz D,45,2014
2375,3,MISSISSIPPI,Harper R,0,2014
2376,1,MISSISSIPPI,Nunnelee R,0,2014
2377,4,MISSISSIPPI,Palazzo R,0,2014
2378,2,MISSISSIPPI,Thompson B. D,85,2014
2379,1,MISSOURI,Clay D,80,2014
2380,5,MISSOURI,Cleaver D,80,2014
2381,6,MISSOURI,Graves S. R,0,2014
2382,4,MISSOURI,Hartzler R,0,2014
2383,7,MISSOURI,Long R,0,2014
2384,3,MISSOURI,Luetkemeyer R,0,2014
2385,8,MISSOURI,Smith J. R,0,2014
2386,2,MISSOURI,Wagner R,0,2014
2387,1,MONTANA,Daines R,0,2014
2388,1,NEBRASKA,Fortenberry R,5,2014
2389,3,NEBRASKA,Smith Adrian R,0,2014
2390,2,NEBRASKA,Terry R,0,2014
2391,2,NEVADA,Amodei R,5,2014
2392,3,NEVADA,Heck J. R,5,2014
2393,4,NEVADA,Horsford D,70,2014
2394,1,NEVADA,Titus D,65,2014
2395,2,NEW HAMPSHIRE,Kuster D,60,2014
2396,1,NEW HAMPSHIRE,SheaPorter D,65,2014
2397,11,NEW JERSEY,Frelinghuysen R,10,2014
2398,5,NEW JERSEY,Garrett R,5,2014
2399,12,NEW JERSEY,Holt D,95,2014
2400,7,NEW JERSEY,Lance R,10,2014
2401,2,NEW JERSEY,LoBiondo R,25,2014
2402,6,NEW JERSEY,Pallone D,95,2014
2403,9,NEW JERSEY,Pascrell D,90,2014
2404,10,NEW JERSEY,Payne D,95,2014
2405,3,NEW JERSEY,Runyan R,10,2014
2406,8,NEW JERSEY,Sires D,70,2014
2407,4,NEW JERSEY,Smith C. R,10,2014
2408,3,NEW MEXICO,Lujn B. D,85,2014
2409,1,NEW MEXICO,Lujan Grisham M. D,70,2014
2410,2,NEW MEXICO,Pearce R,0,2014
2411,1,NEW YORK,Bishop T. D,70,2014
2412,9,NEW YORK,Clarke Y. D,95,2014
2413,27,NEW YORK,Collins C. R,0,2014
2414,14,NEW YORK,Crowley D,80,2014
2415,16,NEW YORK,Engel D,80,2014
2416,19,NEW YORK,Gibson C. R,30,2014
2417,11,NEW YORK,Grimm R,0,2014
2418,22,NEW YORK,Hanna R,5,2014
2419,26,NEW YORK,Higgins D,90,2014
2420,3,NEW YORK,Israel D,80,2014
2421,8,NEW YORK,Jeffries D,90,2014
2422,2,NEW YORK,King P. R,0,2014
2423,17,NEW YORK,Lowey D,80,2014
2424,24,NEW YORK,Maffei D,60,2014
2425,12,NEW YORK,Maloney C. D,85,2014
2426,18,NEW YORK,Maloney S. D,55,2014
2427,4,NEW YORK,McCarthy C. D,30,2014
2428,5,NEW YORK,Meeks G. D,80,2014
2429,6,NEW YORK,Meng D,75,2014
2430,10,NEW YORK,Nadler D,100,2014
2431,21,NEW YORK,Owens D,50,2014
2432,13,NEW YORK,Rangel D,70,2014
2433,23,NEW YORK,Reed T. R,0,2014
2434,15,NEW YORK,Serrano D,95,2014
2435,25,NEW YORK,Slaughter D,85,2014
2436,20,NEW YORK,Tonko D,85,2014
2437,7,NEW YORK,Velzquez D,95,2014
2438,1,NORTH CAROLINA,Butterfield D,75,2014
2439,6,NORTH CAROLINA,Coble R,0,2014
2440,2,NORTH CAROLINA,Ellmers R,0,2014
2441,5,NORTH CAROLINA,Foxx R,5,2014
2442,13,NORTH CAROLINA,Holding R,5,2014
2443,8,NORTH CAROLINA,Hudson R,0,2014
2444,3,NORTH CAROLINA,Jones R,40,2014
2445,10,NORTH CAROLINA,McHenry R,0,2014
2446,7,NORTH CAROLINA,McIntyre D,15,2014
2447,11,NORTH CAROLINA,Meadows R,0,2014
2448,9,NORTH CAROLINA,Pittenger R,5,2014
2449,4,NORTH CAROLINA,Price D. D,90,2014
2450,12,NORTH CAROLINA,Watt D I I I I I I I I I I I I I I I I I I I I,0,2014
2451,1,NORTH DAKOTA,Cramer R,0,2014
2452,3,OHIO,Beatty D,85,2014
2453,1,OHIO,Chabot R,5,2014
2454,11,OHIO,Fudge D,85,2014
2455,7,OHIO,Gibbs B. R,0,2014
2456,6,OHIO,Johnson B. R,0,2014
2457,4,OHIO,Jordan R,5,2014
2458,14,OHIO,Joyce R,0,2014
2459,9,OHIO,Kaptur D,80,2014
2460,5,OHIO,Latta R,0,2014
2461,16,OHIO,Renacci R,0,2014
2462,13,OHIO,Ryan T. D,80,2014
2463,15,OHIO,Stivers R,0,2014
2464,12,OHIO,Tiberi R,5,2014
2465,10,OHIO,Turner R,0,2014
2466,2,OHIO,Wenstrup R,5,2014
2467,1,OKLAHOMA,Bridenstine R,5,2014
2468,4,OKLAHOMA,Cole R,0,2014
2469,5,OKLAHOMA,Lankford R,5,2014
2470,3,OKLAHOMA,Lucas R,0,2014
2471,2,OKLAHOMA,Mullin R,0,2014
2472,3,OREGON,Blumenauer D,80,2014
2473,1,OREGON,Bonamici D,85,2014
2474,4,OREGON,DeFazio D,90,2014
2475,5,OREGON,Schrader D,55,2014
2476,2,OREGON,Walden R,0,2014
2477,11,PENNSYLVANIA,Barletta R,0,2014
2478,1,PENNSYLVANIA,Brady R. D,90,2014
2479,17,PENNSYLVANIA,Cartwright D,95,2014
2480,15,PENNSYLVANIA,Dent R,0,2014
2481,14,PENNSYLVANIA,Doyle D,90,2014
2482,2,PENNSYLVANIA,Fattah D,90,2014
